Name,CreatedDate,Service_Application,Post_Assessment_Date,Post,Pre_Assessment_Date,Pre,Priority_Rank,Priority_Name,Impact_Category
IS-04532,2024-11-20 20:48:50,service_app_249,,,2024-11-20 00:00:00,No,3,Runoff diverted,Home Preservation
IS-04533,2024-11-20 20:48:50,service_app_249,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-04534,2024-11-20 20:48:50,service_app_249,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,5,Doors/windows secure,Energy Efficiency
IS-04535,2024-11-20 20:48:50,service_app_249,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,6,Pest free,Health Risk
IS-04536,2024-11-20 20:48:50,service_app_249,,,2024-11-20 00:00:00,No,7,Numerals visible,Health Risk
IS-04537,2024-11-20 20:48:50,service_app_249,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,8,Smoke detectors OK,Fire Prevention
IS-04538,2024-11-20 20:48:50,service_app_249,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-04539,2024-11-20 20:48:50,service_app_249,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,10,Fire extinguisher OK,Fire Prevention
IS-04540,2024-11-20 20:48:50,service_app_249,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-04541,2024-11-20 20:48:50,service_app_249,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-04542,2024-11-20 20:48:50,service_app_249,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,13,Appliances OK,Health Risk
IS-04543,2024-11-20 20:48:50,service_app_249,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,14,Exhaust fans in K & B,Air Quality
IS-04544,2024-11-20 20:48:50,service_app_249,,,2024-11-20 00:00:00,No,15,Sink/toilet/bath OK,Health Risk
IS-04545,2024-11-20 20:48:50,service_app_249,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,16,Mods in bath if needed,Falls Prevention
IS-04546,2024-11-20 20:48:50,service_app_249,,,2024-11-20 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-04547,2024-11-20 20:48:50,service_app_249,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,18,Stair rails if needed,Falls Prevention
IS-04548,2024-11-20 20:48:50,service_app_249,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,19,No tripping hazards,Falls Prevention
IS-04549,2024-11-20 20:48:50,service_app_249,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,20,No ratty carpeting,Air Quality
IS-04550,2024-11-20 20:48:50,service_app_249,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-04551,2024-11-20 20:48:50,service_app_249,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-04552,2024-11-20 20:48:50,service_app_249,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-04553,2024-11-20 20:48:50,service_app_249,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-04554,2024-11-20 20:48:50,service_app_249,,,2024-11-20 00:00:00,No,25,No water leaks,Air Quality
IS-04555,2025-01-16 21:53:03,service_app_255,2025-01-16 00:00:00,Yes,2025-01-16 00:00:00,Yes,1,Safe ingress/egress,Falls Prevention
IS-04556,2025-01-16 21:53:03,service_app_255,2025-01-16 00:00:00,Yes,2025-01-16 00:00:00,Yes,2,Roof watertight,Home Preservation
IS-04557,2025-01-16 21:53:03,service_app_255,2025-07-10 00:00:00,Yes,2025-01-16 00:00:00,No,3,Runoff diverted,Home Preservation
IS-04558,2025-01-16 21:53:03,service_app_255,2025-01-16 00:00:00,Yes,2025-01-16 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-04559,2025-01-16 21:53:03,service_app_255,2025-07-10 00:00:00,Yes,2025-01-16 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-04560,2025-01-16 21:53:03,service_app_255,2025-01-16 00:00:00,Yes,2025-01-16 00:00:00,Yes,6,Pest free,Health Risk
IS-04561,2025-01-16 21:53:03,service_app_255,2025-01-16 00:00:00,Yes,2025-01-16 00:00:00,Yes,7,Numerals visible,Health Risk
IS-04562,2025-01-16 21:53:03,service_app_255,2025-07-10 00:00:00,Yes,2025-01-16 00:00:00,No,8,Smoke detectors OK,Fire Prevention
IS-04563,2025-01-16 21:53:03,service_app_255,2025-01-16 00:00:00,Yes,2025-01-16 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-04564,2025-01-16 21:53:03,service_app_255,2025-07-10 00:00:00,Yes,2025-01-16 00:00:00,No,10,Fire extinguisher OK,Fire Prevention
IS-04565,2025-01-16 21:53:03,service_app_255,2025-01-16 00:00:00,Yes,2025-01-16 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-04566,2025-01-16 21:53:03,service_app_255,2025-01-16 00:00:00,Yes,2025-01-16 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-04567,2025-01-16 21:53:03,service_app_255,2025-07-10 00:00:00,Yes,2025-01-16 00:00:00,No,13,Appliances OK,Health Risk
IS-04568,2025-01-16 21:53:03,service_app_255,2025-01-16 00:00:00,Yes,2025-01-16 00:00:00,Yes,14,Exhaust fans in K & B,Air Quality
IS-04569,2025-01-16 21:53:03,service_app_255,2025-01-16 00:00:00,Yes,2025-01-16 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-04570,2025-01-16 21:53:03,service_app_255,2025-07-10 00:00:00,Yes,2025-01-16 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-04571,2025-01-16 21:53:03,service_app_255,2025-07-10 00:00:00,Yes,2025-01-16 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-04572,2025-01-16 21:53:03,service_app_255,2025-01-16 00:00:00,Yes,2025-01-16 00:00:00,Yes,18,Stair rails if needed,Falls Prevention
IS-04573,2025-01-16 21:53:03,service_app_255,2025-07-10 00:00:00,Yes,2025-01-16 00:00:00,No,19,No tripping hazards,Falls Prevention
IS-04574,2025-01-16 21:53:03,service_app_255,2025-07-10 00:00:00,Yes,2025-01-16 00:00:00,No,20,No ratty carpeting,Air Quality
IS-04575,2025-01-16 21:53:03,service_app_255,2025-01-16 00:00:00,Yes,2025-01-16 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-04576,2025-01-16 21:53:03,service_app_255,2025-01-16 00:00:00,Yes,2025-01-16 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-04577,2025-01-16 21:53:03,service_app_255,2025-07-10 00:00:00,Yes,2025-01-16 00:00:00,No,23,Adequate lighting,Falls Prevention
IS-04578,2025-01-16 21:53:03,service_app_255,2025-01-16 00:00:00,Yes,2025-01-16 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-04579,2025-01-16 21:53:03,service_app_255,2025-01-16 00:00:00,Yes,2025-01-16 00:00:00,Yes,25,No water leaks,Air Quality
IS-04580,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-04581,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,No,2,Roof watertight,Home Preservation
IS-04582,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,No,3,Runoff diverted,Home Preservation
IS-04583,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-04584,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-04585,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,Yes,6,Pest free,Health Risk
IS-04586,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,Yes,7,Numerals visible,Health Risk
IS-04587,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,No,8,Smoke detectors OK,Fire Prevention
IS-04588,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-04589,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,Yes,10,Fire extinguisher OK,Fire Prevention
IS-04590,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-04591,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-04592,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,No,13,Appliances OK,Health Risk
IS-04593,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,Yes,14,Exhaust fans in K & B,Air Quality
IS-04594,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-04595,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,Yes,16,Mods in bath if needed,Falls Prevention
IS-04596,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,Yes,17,Grab bars if needed,Falls Prevention
IS-04597,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,Yes,18,Stair rails if needed,Falls Prevention
IS-04598,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,Yes,19,No tripping hazards,Falls Prevention
IS-04599,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,Yes,20,No ratty carpeting,Air Quality
IS-04600,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-04601,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-04602,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-04603,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,No,24,Interior paint intact,Home Preservation
IS-04604,2025-01-16 22:12:30,service_app_263,2025-06-04 00:00:00,Yes,2025-01-16 00:00:00,No,25,No water leaks,Air Quality
IS-04605,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,Yes,1,Safe ingress/egress,Falls Prevention
IS-04606,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,Yes,2,Roof watertight,Home Preservation
IS-04607,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,No,3,Runoff diverted,Home Preservation
IS-04608,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-04609,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-04610,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,Yes,6,Pest free,Health Risk
IS-04611,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,Yes,7,Numerals visible,Health Risk
IS-04612,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,Yes,8,Smoke detectors OK,Fire Prevention
IS-04613,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-04614,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,Yes,10,Fire extinguisher OK,Fire Prevention
IS-04615,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-04616,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,No,12,No electrical hazards,Fire Prevention
IS-04617,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,No,13,Appliances OK,Health Risk
IS-04618,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,Yes,14,Exhaust fans in K & B,Air Quality
IS-04619,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-04620,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-04621,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-04622,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-04623,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,Yes,19,No tripping hazards,Falls Prevention
IS-04624,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,Yes,20,No ratty carpeting,Air Quality
IS-04625,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-04626,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-04627,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-04628,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,No,2025-01-16 00:00:00,No,24,Interior paint intact,Home Preservation
IS-04629,2025-01-16 22:19:30,service_app_258,2025-06-13 00:00:00,Yes,2025-01-16 00:00:00,Yes,25,No water leaks,Air Quality
IS-04630,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-04631,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,No,2,Roof watertight,Home Preservation
IS-04632,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,No,3,Runoff diverted,Home Preservation
IS-04633,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-04634,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-04635,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,Yes,6,Pest free,Health Risk
IS-04636,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,Yes,7,Numerals visible,Health Risk
IS-04637,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,Yes,8,Smoke detectors OK,Fire Prevention
IS-04638,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-04639,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,Yes,10,Fire extinguisher OK,Fire Prevention
IS-04640,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-04641,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-04642,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,Yes,13,Appliances OK,Health Risk
IS-04643,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,Yes,14,Exhaust fans in K & B,Air Quality
IS-04644,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,No,15,Sink/toilet/bath OK,Health Risk
IS-04645,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,Yes,16,Mods in bath if needed,Falls Prevention
IS-04646,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,Yes,17,Grab bars if needed,Falls Prevention
IS-04647,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-04648,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,No,19,No tripping hazards,Falls Prevention
IS-04649,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,No,20,No ratty carpeting,Air Quality
IS-04650,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-04651,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-04652,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-04653,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,No,24,Interior paint intact,Home Preservation
IS-04654,2025-02-04 15:45:28,service_app_252,2025-03-26 00:00:00,Yes,2025-02-04 00:00:00,Yes,25,No water leaks,Air Quality
IS-04655,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,Yes,1,Safe ingress/egress,Falls Prevention
IS-04656,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,Yes,2,Roof watertight,Home Preservation
IS-04657,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,Yes,3,Runoff diverted,Home Preservation
IS-04658,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-04659,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-04660,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,Yes,6,Pest free,Health Risk
IS-04661,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,Yes,7,Numerals visible,Health Risk
IS-04662,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,Yes,8,Smoke detectors OK,Fire Prevention
IS-04663,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-04664,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,Yes,10,Fire extinguisher OK,Fire Prevention
IS-04665,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-04666,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-04667,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,No,13,Appliances OK,Health Risk
IS-04668,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,Yes,14,Exhaust fans in K & B,Air Quality
IS-04669,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,No,15,Sink/toilet/bath OK,Health Risk
IS-04670,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-04671,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-04672,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-04673,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,Yes,19,No tripping hazards,Falls Prevention
IS-04674,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,Yes,20,No ratty carpeting,Air Quality
IS-04675,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-04676,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-04677,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-04678,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-04679,2025-02-04 15:53:04,service_app_242,2025-07-28 00:00:00,Yes,2025-02-04 00:00:00,Yes,25,No water leaks,Air Quality
IS-04680,2025-02-04 16:00:15,service_app_259,,,2025-02-04 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-04681,2025-02-04 16:00:15,service_app_259,2025-02-04 00:00:00,Yes,2025-02-04 00:00:00,Yes,2,Roof watertight,Home Preservation
IS-04682,2025-02-04 16:00:15,service_app_259,2025-02-04 00:00:00,Yes,2025-02-04 00:00:00,Yes,3,Runoff diverted,Home Preservation
IS-04683,2025-02-04 16:00:15,service_app_259,,,2025-02-04 00:00:00,No,4,No gaps/cracks/holes,Energy Efficiency
IS-04684,2025-02-04 16:00:15,service_app_259,,,2025-02-04 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-04685,2025-02-04 16:00:15,service_app_259,2025-02-04 00:00:00,Yes,2025-02-04 00:00:00,Yes,6,Pest free,Health Risk
IS-04686,2025-02-04 16:00:15,service_app_259,2025-02-04 00:00:00,Yes,2025-02-04 00:00:00,Yes,7,Numerals visible,Health Risk
IS-04687,2025-02-04 16:00:15,service_app_259,2025-02-04 00:00:00,Yes,2025-02-04 00:00:00,Yes,8,Smoke detectors OK,Fire Prevention
IS-04688,2025-02-04 16:00:15,service_app_259,2025-02-04 00:00:00,Yes,2025-02-04 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-04689,2025-02-04 16:00:15,service_app_259,2025-02-04 00:00:00,Yes,2025-02-04 00:00:00,Yes,10,Fire extinguisher OK,Fire Prevention
IS-04690,2025-02-04 16:00:15,service_app_259,,,2025-02-04 00:00:00,No,11,CO exhausted outside,Air Quality
IS-04691,2025-02-04 16:00:15,service_app_259,,,2025-02-04 00:00:00,No,12,No electrical hazards,Fire Prevention
IS-04692,2025-02-04 16:00:15,service_app_259,,,2025-02-04 00:00:00,No,13,Appliances OK,Health Risk
IS-04693,2025-02-04 16:00:15,service_app_259,,,2025-02-04 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-04694,2025-02-04 16:00:15,service_app_259,,,2025-02-04 00:00:00,No,15,Sink/toilet/bath OK,Health Risk
IS-04695,2025-02-04 16:00:15,service_app_259,,,2025-02-04 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-04696,2025-02-04 16:00:15,service_app_259,,,2025-02-04 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-04697,2025-02-04 16:00:15,service_app_259,,,2025-02-04 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-04698,2025-02-04 16:00:15,service_app_259,,,2025-02-04 00:00:00,No,19,No tripping hazards,Falls Prevention
